level,code,type,name,revoked
3,140824000,县,稷山县,
4,140824100,镇,稷峰镇,
4,140824101,镇,西社镇,
4,140824102,镇,化峪镇,
4,140824103,镇,翟店镇,
4,140824104,镇,清河镇,
4,140824200,乡,蔡村乡,
4,140824201,乡,太阳乡,
3,140825000,县,新绛县,
4,140825100,镇,龙兴镇,
4,140825101,镇,三泉镇,
4,140825102,镇,泽掌镇,
4,140825103,镇,北张镇,
4,140825104,镇,古交镇,
4,140825105,镇,万安镇,
4,140825106,镇,阳王镇,
4,140825107,镇,泉掌镇,
4,140825108,镇,横桥镇,
3,140826000,县,绛县,
4,140826100,镇,古绛镇,
4,140826101,镇,横水镇,
4,140826102,镇,陈村镇,
4,140826103,镇,卫庄镇,
4,140826104,镇,磨里镇,
4,140826105,镇,南樊镇,
4,140826106,镇,安峪镇,
4,140826107,镇,大交镇,
4,140826200,乡,郝庄乡,
4,140826201,乡,冷口乡,
3,140827000,县,垣曲县,
4,140827100,镇,新城镇,
4,140827101,镇,历山镇,
4,140827102,镇,古城镇,
4,140827103,镇,王茅镇,
4,140827104,镇,毛家湾镇,
4,140827105,镇,英言镇,
4,140827200,乡,蒲掌乡,
4,140827202,乡,解峪乡,
4,140827203,乡,华峰乡,
4,140827204,乡,长直乡,
4,140827205,乡,皋落乡,
3,140828000,县,夏县,
4,140828100,镇,瑶峰镇,
4,140828101,镇,庙前镇,
4,140828102,镇,裴介镇,
4,140828103,镇,水头镇,
4,140828104,镇,埝掌镇,
4,140828105,镇,泗交镇,
4,140828106,镇,禹王镇,
4,140828200,乡,尉郭乡,
4,140828202,乡,胡张乡,
4,140828203,乡,南大里乡,
4,140828204,乡,祁家河乡,
3,140829000,县,平陆县,
4,140829100,镇,圣人涧镇,
4,140829101,镇,常乐镇,
4,140829102,镇,张店镇,
4,140829103,镇,张村镇,
4,140829104,镇,曹川镇,
4,140829105,镇,三门镇,
4,140829106,镇,部官镇,
4,140829107,镇,洪池镇,
4,140829201,乡,杜马乡,
3,140830000,县,芮城县,
4,140830100,镇,古魏镇,
4,140830101,镇,风陵渡镇,
4,140830102,镇,陌南镇,
4,140830103,镇,西陌镇,
4,140830104,镇,永乐镇,
4,140830105,镇,大王镇,
4,140830106,镇,阳城镇,
4,140830107,镇,南磑镇,
4,140830200,乡,东垆乡,
4,140830202,乡,学张乡,
3,140881000,县级市,永济市,
4,140881001,街道,城西街道,
4,140881002,街道,城北街道,
4,140881003,街道,城东街道,
4,140881100,镇,虞乡镇,
4,140881101,镇,卿头镇,
4,140881102,镇,开张镇,
4,140881103,镇,栲栳镇,
4,140881104,镇,蒲州镇,
4,140881105,镇,韩阳镇,
4,140881106,镇,张营镇,
3,140882000,县级市,河津市,
4,140882001,街道,城区街道,
4,140882002,街道,清涧街道,
4,140882003,街道,赵家庄街道,
4,140882004,街道,阳村街道,
4,140882100,镇,樊村镇,
4,140882101,镇,僧楼镇,
4,140882102,镇,柴家镇,
4,140882200,乡,小梁乡,
4,140882204,乡,下化乡,
2,140900000,地级市,忻州市,
3,140902000,市辖区,忻府区,
4,140902001,街道,秀容街道,
4,140902002,街道,长征街街道,
4,140902003,街道,新建路街道,
4,140902004,街道,云中路街道,
4,140902005,街道,九原街街道,
4,140902006,街道,旭来街街道,
4,140902007,街道,桥西街街道,
4,140902008,街道,和平街街道,
4,140902101,镇,奇村镇,
4,140902102,镇,三交镇,
4,140902103,镇,庄磨镇,
4,140902104,镇,豆罗镇,
4,140902105,镇,董村镇,
4,140902106,镇,西张镇,
4,140902107,镇,忻口镇,
4,140902108,镇,合索镇,
4,140902205,乡,阳坡乡,revoked
4,140902206,乡,兰村乡,
4,140902209,乡,东楼乡,
4,140902210,乡,北义井乡,
3,140921000,县,定襄县,
4,140921100,镇,晋昌镇,
4,140921101,镇,河边镇,
4,140921102,镇,宏道镇,
4,140921103,镇,季庄镇,
4,140921104,镇,蒋村镇,
4,140921201,乡,南王乡,
4,140921203,乡,神山乡,
4,140921205,乡,受禄乡,
3,140922000,县,五台县,
4,140922100,镇,台城镇,
4,140922101,镇,台怀镇,
4,140922102,镇,耿镇镇,
4,140922103,镇,豆村镇,
4,140922104,镇,白家庄镇,
4,140922105,镇,东冶镇,
4,140922106,镇,石咀镇,
4,140922107,镇,建安镇,
4,140922200,乡,沟南乡,
4,140922201,乡,东雷乡,
4,140922202,乡,高洪口乡,
4,140922203,乡,门限石乡,
4,140922204,乡,陈家庄乡,
4,140922207,乡,蒋坊乡,
4,140922209,乡,阳白乡,
4,140922210,乡,茹村乡,
4,140922212,乡,金岗库乡,
3,140923000,县,代县,
4,140923100,镇,上馆镇,
4,140923101,镇,阳明堡镇,
4,140923102,镇,峨口镇,
4,140923103,镇,聂营镇,
4,140923104,镇,枣林镇,
4,140923106,镇,雁门关镇,
4,140923107,镇,峪口镇,
4,140923200,乡,新高乡,
4,140923202,乡,上磨坊乡,
3,140924000,县,繁峙县,
4,140924100,镇,繁城镇,
4,140924101,镇,砂河镇,
4,140924102,镇,大营镇,
4,140924103,镇,平型关镇,
4,140924201,乡,下茹越乡,
4,140924203,乡,光裕堡乡,
4,140924204,乡,集义庄乡,
4,140924207,乡,东山乡,
4,140924209,乡,金山铺乡,
4,140924213,乡,神堂堡乡,
4,140924215,乡,岩头乡,
3,140925000,县,宁武县,
4,140925100,镇,凤凰镇,
4,140925101,镇,阳方口镇,
4,140925102,镇,东寨镇,
4,140925103,镇,石家庄镇,
4,140925104,镇,宁化镇,
4,140925200,乡,薛家洼乡,
4,140925201,乡,余庄乡,
4,140925202,乡,涔山乡,
4,140925204,乡,西马坊乡,
4,140925206,乡,迭台寺乡,
4,140925208,乡,怀道乡,
4,140925209,乡,东马坊乡,
3,140926000,县,静乐县,
4,140926100,镇,鹅城镇,
4,140926101,镇,杜家村镇,
4,140926102,镇,康家会镇,
4,140926103,镇,丰润镇,
4,140926104,镇,双路镇,
4,140926105,镇,王村镇,
4,140926204,乡,段家寨乡,
4,140926205,乡,辛村乡,
4,140926207,乡,神峪沟乡,
4,140926208,乡,娘子神乡,
4,140926209,乡,娑婆乡,
4,140926210,乡,赤泥窊乡,
3,140927000,县,神池县,
4,140927100,镇,龙泉镇,
4,140927101,镇,义井镇,
4,140927102,镇,八角镇,
4,140927200,乡,东湖乡,
4,140927203,乡,贺职乡,
4,140927204,乡,长畛乡,
4,140927205,乡,烈堡乡,
4,140927206,乡,大严备乡,
3,140928000,县,五寨县,
4,140928100,镇,砚城镇,
4,140928101,镇,小河头镇,
4,140928102,镇,三岔镇,
4,140928200,乡,前所乡,
4,140928201,乡,李家坪乡,
4,140928202,乡,孙家坪乡,
4,140928204,乡,胡会乡,
4,140928206,乡,韩家楼乡,
4,140928207,乡,东秀庄乡,
4,140928208,乡,杏岭子乡,
3,140929000,县,岢岚县,
4,140929100,镇,岚漪镇,
4,140929101,镇,三井镇,
4,140929102,镇,宋家沟镇,
4,140929201,乡,高家会乡,
4,140929203,乡,李家沟乡,
4,140929204,乡,水峪贯乡,
4,140929206,乡,西豹峪乡,
4,140929208,乡,温泉乡,
4,140929209,乡,阳坪乡,
4,140929211,乡,大涧乡,
3,140930000,县,河曲县,
4,140930100,镇,西口镇,
4,140930101,镇,楼子营镇,
4,140930102,镇,刘家塔镇,
4,140930103,镇,巡镇镇,
4,140930104,镇,旧县镇,
4,140930105,镇,沙泉镇,
4,140930200,乡,鹿固乡,
4,140930201,乡,前川乡,revoked
4,140930202,乡,单寨乡,
4,140930203,乡,土沟乡,
4,140930205,乡,沙坪乡,
4,140930206,乡,社梁乡,
3,140931000,县,保德县,
4,140931100,镇,东关镇,
4,140931101,镇,义门镇,
4,140931102,镇,桥头镇,
4,140931103,镇,杨家湾镇,
4,140931104,镇,孙家沟镇,
4,140931200,乡,腰庄乡,
4,140931201,乡,韩家川乡,
4,140931202,乡,林遮峪乡,
4,140931203,乡,冯家川乡,
4,140931204,乡,土崖塔乡,
4,140931208,乡,南河沟乡,
3,140932000,县,偏关县,
4,140932100,镇,新关镇,
4,140932102,镇,老营镇,
4,140932103,镇,万家寨镇,
4,140932104,镇,水泉镇,
4,140932105,镇,尚峪镇,
4,140932106,镇,老牛湾镇,
4,140932200,乡,窑头乡,
4,140932201,乡,楼沟乡,
3,140981000,县级市,原平市,
4,140981001,街道,北城街道,
4,140981002,街道,南城街道,
4,140981004,街道,新原街道,
4,140981005,街道,吉祥街道,
4,140981101,镇,苏龙口镇,
4,140981102,镇,崞阳镇,
4,140981103,镇,大牛店镇,
4,140981104,镇,阎庄镇,
4,140981106,镇,轩岗镇,
4,140981107,镇,云水镇,
4,140981108,镇,同川镇,
4,140981202,乡,子干乡,
4,140981203,乡,中阳乡,
4,140981204,乡,沿沟乡,
4,140981205,乡,大林乡,
4,140981206,乡,西镇乡,
4,140981208,乡,王家庄乡,
4,140981210,乡,段家堡乡,
2,141000000,地级市,临汾市,
3,141002000,市辖区,尧都区,
4,141002001,街道,解放路街道,
4,141002002,街道,鼓楼西街道,
4,141002003,街道,水塔街道,
4,141002004,街道,南街街道,
4,141002005,街道,乡贤街道,
4,141002006,街道,辛寺街道,
4,141002007,街道,路东街道,
4,141002008,街道,车站街道,
4,141002009,街道,汾河街道,
4,141002010,街道,滨河街道,
4,141002100,镇,屯里镇,
4,141002101,镇,乔李镇,
4,141002102,镇,大阳镇,
4,141002103,镇,县底镇,
4,141002104,镇,刘村镇,
4,141002105,镇,金殿镇,
4,141002106,镇,吴村镇,
4,141002107,镇,土门镇,
4,141002108,镇,魏村镇,
4,141002109,镇,尧庙镇,
4,141002200,乡,段店乡,
4,141002201,乡,贾得乡,
4,141002203,乡,一平垣乡,
4,141002204,乡,枕头乡,
3,141021000,县,曲沃县,
4,141021100,镇,乐昌镇,
4,141021101,镇,史村镇,
4,141021102,镇,曲村镇,
4,141021103,镇,高显镇,
4,141021104,镇,里村镇,
4,141021200,乡,北董乡,
4,141021201,乡,杨谈乡,
3,141022000,县,翼城县,
4,141022100,镇,唐兴镇,
4,141022101,镇,南梁镇,
4,141022102,镇,里砦镇,
4,141022103,镇,隆化镇,
4,141022104,镇,桥上镇,
4,141022105,镇,西阎镇,
4,141022106,镇,王庄镇,
4,141022200,乡,中卫乡,
4,141022201,乡,南唐乡,
3,141023000,县,襄汾县,
4,141023100,镇,新城镇,
4,141023101,镇,赵康镇,
4,141023102,镇,汾城镇,
4,141023103,镇,南贾镇,
4,141023104,镇,古城镇,
4,141023105,镇,襄陵镇,
4,141023106,镇,邓庄镇,
4,141023200,乡,陶寺乡,
4,141023201,乡,永固乡,
4,141023202,乡,景毛乡,
4,141023203,乡,西贾乡,
4,141023204,乡,南辛店乡,
4,141023205,乡,大邓乡,
3,141024000,县,洪洞县,
4,141024100,镇,大槐树镇,
4,141024101,镇,甘亭镇,
4,141024102,镇,曲亭镇,
4,141024103,镇,苏堡镇,
4,141024104,镇,广胜寺镇,
4,141024105,镇,明姜镇,
4,141024106,镇,赵城镇,
4,141024107,镇,万安镇,
4,141024108,镇,刘家垣镇,
4,141024109,镇,辛村镇,
4,141024200,乡,淹底乡,
4,141024201,乡,兴唐寺乡,
4,141024202,乡,堤村乡,
4,141024204,乡,龙马乡,
4,141024207,乡,山目乡,
3,141025000,县,古县,
4,141025100,镇,岳阳镇,
4,141025101,镇,北平镇,
4,141025102,镇,古阳镇,
4,141025103,镇,旧县镇,
4,141025104,镇,三合镇,
4,141025202,乡,南垣乡,
3,141026000,县,安泽县,
4,141026100,镇,府城镇,
4,141026101,镇,和川镇,
4,141026102,镇,唐城镇,
4,141026103,镇,冀氏镇,
4,141026104,镇,良马镇,
4,141026105,镇,马壁镇,
4,141026201,乡,杜村乡,revoked
3,141027000,县,浮山县,
4,141027100,镇,天坛镇,
4,141027101,镇,响水河镇,
4,141027102,镇,北王镇,
4,141027103,镇,张庄镇,
4,141027201,乡,东张乡,
4,141027202,乡,槐埝乡,
4,141027206,乡,寨圪塔乡,
3,141028000,县,吉县,
4,141028100,镇,吉昌镇,
4,141028101,镇,屯里镇,
4,141028102,镇,壶口镇,
4,141028200,乡,车城乡,
4,141028201,乡,文城乡,
4,141028203,乡,柏山寺乡,
4,141028204,乡,中垛乡,
3,141029000,县,乡宁县,
4,141029100,镇,昌宁镇,
4,141029101,镇,光华镇,
4,141029102,镇,台头镇,
4,141029103,镇,管头镇,
4,141029104,镇,西坡镇,
4,141029200,乡,双鹤乡,
4,141029201,乡,关王庙乡,
4,141029202,乡,尉庄乡,
4,141029203,乡,西交口乡,
4,141029204,乡,枣岭乡,
3,141030000,县,大宁县,
4,141030100,镇,昕水镇,
4,141030101,镇,曲峨镇,
4,141030102,镇,太古镇,
4,141030200,乡,三多乡,
4,141030201,乡,太德乡,
3,141031000,县,隰县,
4,141031100,镇,龙泉镇,
4,141031101,镇,午城镇,
4,141031102,镇,黄土镇,
4,141031200,乡,阳头升乡,
4,141031201,乡,寨子乡,
4,141031203,乡,下李乡,
4,141031204,乡,城南乡,
3,141032000,县,永和县,
4,141032100,镇,芝河镇,
4,141032101,镇,桑壁镇,
4,141032200,乡,乾坤湾乡,
4,141032203,乡,坡头乡,
4,141032204,乡,楼山乡,
4,141032205,乡,望海寺乡,
3,141033000,县,蒲县,
4,141033100,镇,蒲城镇,
4,141033101,镇,薛关镇,
4,141033102,镇,黑龙关镇,
4,141033103,镇,克城镇,
4,141033104,镇,乔家湾镇,
4,141033200,乡,山中乡,
4,141033201,乡,古县乡,
4,141033204,乡,太林乡,
3,141034000,县,汾西县,
4,141034100,镇,永安镇,
4,141034101,镇,对竹镇,
4,141034102,镇,勍香镇,
4,141034103,镇,和平镇,
4,141034104,镇,僧念镇,
4,141034200,乡,佃坪乡,
4,141034201,乡,团柏乡,
3,141081000,县级市,侯马市,
4,141081001,街道,路东街道,
4,141081002,街道,路西街道,
4,141081003,街道,浍滨街道,
4,141081004,街道,上马街道,
4,141081005,街道,张村街道,
4,141081200,乡,新田乡,
4,141081201,乡,高村乡,
4,141081202,乡,凤城乡,
3,141082000,县级市,霍州市,
4,141082001,街道,鼓楼街道,
4,141082002,街道,北环路街道,
4,141082003,街道,南环路街道,
4,141082004,街道,开元街街道,
4,141082005,街道,退沙街道,
4,141082100,镇,白龙镇,
4,141082101,镇,辛置镇,
4,141082102,镇,大张镇,
4,141082103,镇,李曹镇,
4,141082200,乡,陶唐峪乡,
4,141082201,乡,三教乡,
4,141082202,乡,师庄乡,
2,141100000,地级市,吕梁市,
3,141102000,市辖区,离石区,
4,141102001,街道,凤山街道,
4,141102002,街道,城北街道,
4,141102003,街道,滨河街道,
4,141102004,街道,莲花池街道,
4,141102005,街道,田家会街道,
4,141102006,街道,西属巴街道,
4,141102007,街道,交口街道,
4,141102100,镇,吴城镇,
4,141102104,镇,信义镇,
4,141102201,乡,枣林乡,
4,141102202,乡,坪头乡,
3,141121000,县,文水县,
4,141121100,镇,凤城镇,
4,141121101,镇,开栅镇,
4,141121102,镇,南庄镇,
4,141121103,镇,南安镇,
4,141121104,镇,刘胡兰镇,
4,141121105,镇,下曲镇,
4,141121106,镇,孝义镇,
4,141121200,乡,南武乡,
4,141121201,乡,西城乡,
4,141121202,乡,北张乡,
4,141121203,乡,马西乡,
4,141121204,乡,西槽头乡,
3,141122000,县,交城县,
4,141122100,镇,天宁镇,
4,141122101,镇,夏家营镇,
4,141122102,镇,西营镇,
4,141122103,镇,水峪贯镇,
4,141122104,镇,西社镇,
4,141122105,镇,庞泉沟镇,
4,141122106,镇,洪相镇,
4,141122202,乡,东坡底乡,
3,141123000,县,兴县,
4,141123100,镇,蔚汾镇,
4,141123101,镇,魏家滩镇,
4,141123102,镇,瓦塘镇,
4,141123103,镇,康宁镇,
4,141123104,镇,高家村镇,
4,141123105,镇,罗峪口镇,
4,141123106,镇,蔡家会镇,
4,141123200,乡,交楼申乡,
4,141123202,乡,东会乡,
4,141123203,乡,固贤乡,
4,141123204,乡,奥家湾乡,
4,141123205,乡,蔡家崖乡,
4,141123207,乡,孟家坪乡,
4,141123208,乡,赵家坪乡,
4,141123209,乡,圪垯上乡,
3,141124000,县,临县,
4,141124100,镇,临泉镇,
4,141124101,镇,白文镇,
4,141124102,镇,城庄镇,
4,141124103,镇,兔坂镇,
4,141124104,镇,克虎寨镇,
4,141124105,镇,三交镇,
4,141124106,镇,湍水头镇,
4,141124107,镇,林家坪镇,
4,141124108,镇,招贤镇,
4,141124109,镇,碛口镇,
4,141124110,镇,刘家会镇,
4,141124111,镇,丛罗峪镇,
4,141124112,镇,曲峪镇,
4,141124200,乡,木瓜坪乡,
4,141124201,乡,安业乡,
4,141124202,乡,玉坪乡,
4,141124203,乡,青凉寺乡,
4,141124204,乡,石白头乡,
4,141124205,乡,雷家碛乡,
4,141124206,乡,第八堡乡,
4,141124207,乡,大禹乡,
4,141124208,乡,车赶乡,
4,141124209,乡,安家庄乡,
3,141125000,县,柳林县,
4,141125100,镇,柳林镇,
4,141125101,镇,穆村镇,
4,141125102,镇,薛村镇,
4,141125103,镇,庄上镇,
4,141125104,镇,留誉镇,
4,141125105,镇,下三交镇,
4,141125106,镇,成家庄镇,
4,141125107,镇,孟门镇,
4,141125108,镇,金家庄镇,
4,141125109,镇,陈家湾镇,
4,141125200,乡,李家湾乡,
4,141125201,乡,贾家垣乡,
4,141125204,乡,高家沟乡,
4,141125205,乡,石西乡,
4,141125206,乡,西王家沟乡,
3,141126000,县,石楼县,
4,141126100,镇,灵泉镇,
4,141126101,镇,罗村镇,
4,141126102,镇,义牒镇,
4,141126103,镇,小蒜镇,
4,141126104,镇,辛关镇,
4,141126200,乡,龙交乡,
4,141126201,乡,和合乡,
4,141126203,乡,曹家垣乡,
4,141126204,乡,裴沟乡,
3,141127000,县,岚县,
4,141127100,镇,东村镇,
4,141127101,镇,岚城镇,
4,141127102,镇,普明镇,
4,141127103,镇,界河口镇,
4,141127201,乡,上明乡,
4,141127202,乡,王狮乡,
4,141127203,乡,梁家庄乡,
4,141127204,乡,顺会乡,
4,141127206,乡,社科乡,
3,141128000,县,方山县,
4,141128100,镇,圪洞镇,
4,141128101,镇,马坊镇,
4,141128102,镇,峪口镇,
4,141128103,镇,大武镇,
4,141128104,镇,北武当镇,
4,141128105,镇,积翠镇,
3,141129000,县,中阳县,
4,141129100,镇,宁乡镇,
4,141129101,镇,金罗镇,
4,141129102,镇,枝柯镇,
4,141129103,镇,武家庄镇,
4,141129104,镇,暖泉镇,
4,141129201,乡,下枣林乡,
3,141130000,县,交口县,
4,141130100,镇,水头镇,
4,141130101,镇,康城镇,
4,141130102,镇,双池镇,
4,141130103,镇,桃红坡镇,
4,141130104,镇,石口镇,
4,141130105,镇,回龙镇,
4,141130202,乡,温泉乡,
3,141181000,县级市,孝义市,
4,141181001,街道,新义街道,
4,141181002,街道,中阳楼街道,
4,141181003,街道,振兴街道,
4,141181004,街道,崇文街道,
4,141181005,街道,胜溪湖街道,
4,141181100,镇,兑镇镇,
4,141181101,镇,阳泉曲镇,
4,141181102,镇,下堡镇,
4,141181103,镇,西辛庄镇,
4,141181104,镇,高阳镇,
4,141181105,镇,梧桐镇,
4,141181106,镇,柱濮镇,
4,141181107,镇,大孝堡镇,
4,141181201,乡,下栅乡,
4,141181202,乡,驿马乡,
4,141181204,乡,杜村乡,
3,141182000,县级市,汾阳市,
4,141182001,街道,文峰街道,
4,141182002,街道,太和桥街道,
4,141182003,街道,西河街道,
4,141182100,镇,贾家庄镇,
4,141182101,镇,杏花村镇,
4,141182102,镇,冀村镇,
4,141182103,镇,肖家庄镇,
4,141182104,镇,演武镇,
4,141182105,镇,三泉镇,
4,141182106,镇,石庄镇,
4,141182107,镇,杨家庄镇,
4,141182108,镇,峪道河镇,
4,141182109,镇,栗家庄镇,
4,141182110,镇,阳城镇,
1,150000000,自治区,内蒙古自治区,
2,150100000,地级市,呼和浩特市,
3,150102000,市辖区,新城区,
4,150102001,街道,海拉尔东路街道,
4,150102002,街道,锡林郭勒北路街道,
4,150102004,街道,东街街道,
4,150102005,街道,西街街道,
4,150102006,街道,东风路街道,
4,150102007,街道,迎新路街道,
4,150102008,街道,大青山街街道,
4,150102009,街道,呼伦贝尔北路街道,
4,150102010,街道,丁香北路街道,
4,150102011,街道,东河街道,
4,150102012,街道,万通路街道,
4,150102101,镇,保合少镇,
3,150103000,市辖区,回民区,
4,150103001,街道,新华西路街道,
4,150103002,街道,中山西路街道,
4,150103003,街道,光明路街道,
4,150103004,街道,海拉尔西路街道,
4,150103005,街道,环河街街道,
4,150103006,街道,通道街街道,
4,150103007,街道,钢铁路街道,
4,150103008,街道,阿拉善北路街道,
4,150103100,镇,攸攸板镇,
3,150104000,市辖区,玉泉区,
4,150104001,街道,大南街街道,
4,150104002,街道,小召前街街道,
4,150104003,街道,鄂尔多斯路街道,
4,150104004,街道,兴隆巷街道,
4,150104006,街道,石东路街道,
4,150104007,街道,西菜园街道,
4,150104009,街道,昭君路街道,
4,150104010,街道,云中路街道,
4,150104011,街道,银河南街街道,
4,150104100,镇,小黑河镇,
3,150105000,市辖区,赛罕区,
4,150105001,街道,人民路街道,
4,150105002,街道,大学西路街道,
4,150105003,街道,乌兰察布东路街道,
4,150105004,街道,大学东路街道,
4,150105005,街道,中专路街道,
4,150105006,街道,昭乌达南路街道,
4,150105007,街道,巴彦街道,
4,150105008,街道,敕勒川路街道,
4,150105009,街道,科尔沁路街道,
4,150105010,街道,呼伦贝尔南路街道,
4,150105011,街道,兴安南路街道,
4,150105101,镇,榆林镇,
4,150105103,镇,黄合少镇,
4,150105104,镇,金河镇,
3,150121000,旗,土默特左旗,
4,150121100,镇,察素齐镇,
4,150121101,镇,毕克齐镇,
4,150121102,镇,善岱镇,
4,150121103,镇,白庙子镇,
4,150121104,镇,台阁牧镇,
4,150121105,镇,沙尔沁镇,
4,150121106,镇,敕勒川镇,
4,150121207,乡,北什轴乡,
4,150121208,乡,塔布赛乡,
3,150122000,县,托克托县,
4,150122100,镇,双河镇,
4,150122101,镇,新营子镇,
4,150122102,镇,五申镇,
4,150122103,镇,古城镇,
4,150122104,镇,伍什家镇,
3,150123000,县,和林格尔县,
4,150123100,镇,城关镇,
4,150123101,镇,盛乐镇,
4,150123102,镇,新店子镇,
4,150123103,镇,巧什营镇,
4,150123203,乡,舍必崖乡,
4,150123205,乡,大红城乡,
4,150123206,乡,羊群沟乡,
4,150123207,乡,黑老夭乡,
3,150124000,县,清水河县,
4,150124100,镇,喇嘛湾镇,
4,150124101,镇,城关镇,
4,150124102,镇,宏河镇,
4,150124103,镇,老牛湾镇,
4,150124201,乡,窑沟乡,
4,150124203,乡,北堡乡,
4,150124208,乡,韭菜庄乡,
4,150124209,乡,五良太乡,
3,150125000,县,武川县,
4,150125100,镇,可可以力更镇,
4,150125101,镇,哈乐镇,
4,150125102,镇,西乌兰不浪镇,
4,150125200,乡,大青山乡,
4,150125204,乡,得胜沟乡,
4,150125205,乡,上秃亥乡,
4,150125213,乡,哈拉合少乡,
4,150125214,乡,二份子乡,
4,150125215,乡,耗赖山乡,
2,150200000,地级市,包头市,
3,150202000,市辖区,东河区,
4,150202001,街道,和平路街道,
4,150202002,街道,财神庙街道,
4,150202003,街道,西脑包街道,
4,150202004,街道,南门外街道,
4,150202005,街道,南圪洞街道,
4,150202006,街道,东站街道,
4,150202007,街道,回民街道,
4,150202008,街道,天骄街道,
4,150202009,街道,河东街道,
4,150202010,街道,铁西街道,
4,150202011,街道,东兴街道,
4,150202012,街道,杨圪塄街道,
4,150202100,镇,河东镇,
4,150202101,镇,沙尔沁镇,
3,150203000,市辖区,昆都仑区,
4,150203001,街道,少先路街道,
4,150203002,街道,昆北街道,
4,150203003,街道,沼潭街道,
4,150203004,街道,林荫路街道,
4,150203005,街道,友谊大街街道,
4,150203006,街道,阿尔丁大街街道,
4,150203007,街道,团结大街街道,
4,150203008,街道,鞍山道街道,
4,150203009,街道,前进道街道,
4,150203010,街道,市府东路街道,
4,150203011,街道,白云路街道,
4,150203012,街道,黄河西路街道,
4,150203013,街道,昆工路街道,
4,150203100,镇,昆河镇,
4,150203101,镇,卜尔汉图镇,
3,150204000,市辖区,青山区,
4,150204001,街道,先锋道街道,
4,150204002,街道,幸福路街道,
4,150204003,街道,万青路街道,
4,150204004,街道,富强路街道,
4,150204005,街道,科学路街道,
4,150204006,街道,青山路街道,
4,150204007,街道,自由路街道,
4,150204008,街道,乌素图街道,
4,150204100,镇,青福镇,
4,150204101,镇,兴胜镇,
3,150205000,市辖区,石拐区,
4,150205001,街道,石拐街道,
4,150205002,街道,大发街道,
4,150205003,街道,大磁街道,
4,150205004,街道,五当沟街道,
4,150205005,街道,白狐沟街道,
4,150205006,街道,大德恒街道,
4,150205100,镇,五当召镇,
4,150205200,苏木,吉忽伦图苏木,
3,150206000,市辖区,白云鄂博矿区,
4,150206001,街道,矿山路街道,
4,150206002,街道,通阳道街道,
3,150207000,市辖区,九原区,
4,150207001,街道,沙河街道,
4,150207002,街道,赛汗街道,
4,150207003,街道,萨如拉街道,
4,150207004,街道,白音席勒街道,
4,150207005,街道,稀土路街道,
4,150207103,镇,麻池镇,
4,150207104,镇,哈业胡同镇,
4,150207105,镇,哈林格尔镇,
4,150207106,镇,万水泉镇,
4,150207205,苏木,阿嘎如泰苏木,
3,150221000,旗,土默特右旗,
4,150221100,镇,萨拉齐镇,
4,150221101,镇,双龙镇,
4,150221102,镇,美岱召镇,
4,150221103,镇,沟门镇,
4,150221104,镇,将军尧镇,
4,150221202,乡,明沙淖乡,
4,150221203,乡,海子乡,
4,150221212,乡,苏波盖乡,
3,150222000,县,固阳县,
4,150222100,镇,金山镇,
4,150222101,镇,西斗铺镇,
4,150222102,镇,下湿壕镇,
4,150222103,镇,银号镇,
4,150222104,镇,怀朔镇,
4,150222105,镇,兴顺西镇,
3,150223000,旗,达尔罕茂明安联合旗,
4,150223100,镇,百灵庙镇,
4,150223101,镇,满都拉镇,
4,150223102,镇,希拉穆仁镇,
4,150223103,镇,明安镇,
4,150223104,镇,巴音花镇,
4,150223105,镇,石宝镇,
4,150223106,镇,乌克忽洞镇,
4,150223216,苏木,达尔汗苏木,
4,150223217,苏木,巴音敖包苏木,
4,150223218,苏木,查干哈达苏木,
4,150223219,乡,西河乡,
4,150223220,乡,小文公乡,
2,150300000,地级市,乌海市,
3,150302000,市辖区,海勃湾区,
4,150302001,街道,新华街道,
4,150302002,街道,新华西街道,
4,150302003,街道,凤凰岭街道,
4,150302004,街道,海北街道,
4,150302005,街道,滨河街道,
4,150302007,街道,林荫街道,
4,150302108,镇,千里山镇,
3,150303000,市辖区,海南区,
4,150303001,街道,西卓子山街道,
4,150303002,街道,拉僧仲街道,
4,150303101,镇,拉僧庙镇,
4,150303102,镇,公乌素镇,
4,150303103,镇,巴音陶亥镇,
3,150304000,市辖区,乌达区,
4,150304001,街道,巴音赛街道,
4,150304002,街道,三道坎街道,
4,150304003,街道,五虎山街道,
4,150304004,街道,梁家沟街道,
4,150304005,街道,新达街道,
4,150304006,街道,滨海街道,
4,150304007,街道,苏海图街道,
4,150304100,镇,乌兰淖尔镇,
2,150400000,地级市,赤峰市,
3,150402000,市辖区,红山区,
4,150402001,街道,西屯街道,
4,150402002,街道,三中街街道,
4,150402003,街道,永巨街道,
4,150402004,街道,东城街道,
4,150402005,街道,南新街街道,
4,150402006,街道,站前街道,
4,150402007,街道,铁南街道,
4,150402008,街道,长青街道,
4,150402009,街道,哈达街道,
4,150402010,街道,西城街道,
4,150402011,街道,桥北街道,
4,150402100,镇,红庙子镇,
4,150402102,镇,文钟镇,
3,150403000,市辖区,元宝山区,
4,150403001,街道,西露天街道,
4,150403002,街道,平庄城区街道,
4,150403003,街道,平庄东城街道,
4,150403004,街道,平庄西城街道,
4,150403005,街道,云杉路街道,
