parent,specific,generic
440825201,城北,乡
440825204,角尾,乡
440881001,罗州,街道
440881002,城北,街道
440881003,城南,街道
440881101,石城,镇
440881102,新民,镇
440881103,吉水,镇
440881104,河唇,镇
440881105,石角,镇
440881106,良垌,镇
440881109,横山,镇
440881110,安铺,镇
440881111,营仔,镇
440881112,青平,镇
440881113,车板,镇
440881114,高桥,镇
440881115,石岭,镇
440881117,雅塘,镇
440881118,石颈,镇
440881119,长山,镇
440881120,塘蓬,镇
440881121,和寮,镇
440882001,雷城,街道
440882002,新城,街道
440882003,西湖,街道
440882101,附城,镇
440882102,白沙,镇
440882103,沈塘,镇
440882104,客路,镇
440882105,杨家,镇
440882106,唐家,镇
440882107,纪家,镇
440882108,企水,镇
440882109,南兴,镇
440882110,松竹,镇
440882111,调风,镇
440882112,雷高,镇
440882113,东里,镇
440882114,龙门,镇
440882115,英利,镇
440882116,北和,镇
440882118,覃斗,镇
440882119,乌石,镇
440883001,梅菉,街道
440883002,塘尾,街道
440883003,大山江,街道
440883004,博铺,街道
440883005,海滨,街道
440883100,浅水,镇
440883101,长岐,镇
440883102,覃巴,镇
440883103,王村港,镇
440883104,振文,镇
440883105,樟铺,镇
440883106,吴阳,镇
440883107,塘㙍,镇
440883109,黄坡,镇
440883111,兰石,镇
440902001,红旗,街道
440902002,河西,街道
440902003,河东,街道
440902004,露天矿,街道
440902005,新华,街道
440902006,官渡,街道
440902007,站前,街道
440902008,城南,街道
440902100,金塘,镇
440902101,公馆,镇
440902102,新坡,镇
440902103,镇盛,镇
440902104,鳌头,镇
440902105,袂花,镇
440902106,高山,镇
440902107,山阁,镇
440902108,羊角,镇
440904001,南海,街道
440904002,高地,街道
440904003,水东,街道
440904004,电海,街道
440904005,陈村,街道
440904101,坡心,镇
440904102,小良,镇
440904103,沙院,镇
440904104,马踏,镇
440904105,岭门,镇
440904106,树仔,镇
440904107,麻岗,镇
440904108,旦场,镇
440904109,林头,镇
440904110,霞洞,镇
440904111,观珠,镇
440904112,沙琅,镇
440904113,黄岭,镇
440904114,望夫,镇
440904115,罗坑,镇
440904116,那霍,镇
440904118,电城,镇
440904119,博贺,镇
440904120,七迳,镇
440981002,石仔岭,街道
440981003,山美,街道
440981006,金山,街道
440981007,宝光,街道
440981008,潘州,街道
440981100,谢鸡,镇
440981101,新垌,镇
440981102,云潭,镇
440981103,分界,镇
440981104,根子,镇
440981105,泗水,镇
440981106,石鼓,镇
440981107,镇江,镇
440981109,沙田,镇
440981110,南塘,镇
440981111,荷花,镇
440981112,石板,镇
440981113,东岸,镇
440981115,大井,镇
440981116,潭头,镇
440981117,长坡,镇
440981119,大坡,镇
440981120,平山,镇
440981121,深镇,镇
440981122,马贵,镇
440981123,古丁,镇
440981124,曹江,镇
440981126,荷塘,镇
440982001,河西,街道
440982002,东山,街道
440982003,下郭,街道
440982004,南盛,街道
440982005,石湾,街道
440982006,鉴江,街道
440982100,长岐,镇
440982101,同庆,镇
440982102,杨梅,镇
440982103,良光,镇
440982104,笪桥,镇
440982106,丽岗,镇
440982107,新安,镇
440982108,官桥,镇
440982110,林尘,镇
440982111,中垌,镇
440982112,合江,镇
440982113,那务,镇
440982114,播扬,镇
440982115,宝圩,镇
440982116,平定,镇
440982117,文楼,镇
440982118,江湖,镇
440983001,东镇,街道
440983002,玉都,街道
440983101,镇隆,镇
440983102,水口,镇
440983103,北界,镇
440983105,丁堡,镇
440983106,池洞,镇
440983107,金垌,镇
440983109,朱砂,镇
440983112,贵子,镇
440983113,怀乡,镇
440983114,茶山,镇
440983115,洪冠,镇
440983116,白石,镇
440983117,大成,镇
440983118,钱排,镇
440983119,合水,镇
440983120,新宝,镇
440983121,平塘,镇
440983122,思贺,镇
441202001,城东,街道
441202003,城西,街道
441202005,黄岗,街道
441202006,睦岗,街道
441203001,坑口,街道
441203002,桂城,街道
441203003,广利,街道
441203101,永安,镇
441203102,沙浦,镇
441203103,凤凰,镇
441203104,莲花,镇
441204001,南岸,街道
441204100,河台,镇
441204101,乐城,镇
441204102,水南,镇
441204103,禄步,镇
441204104,小湘,镇
441204105,大湾,镇
441204106,新桥,镇
441204107,白诸,镇
441204108,莲塘,镇
441204109,活道,镇
441204110,蛟塘,镇
441204111,回龙,镇
441204112,白土,镇
441204113,金渡,镇
441204114,金利,镇
441204115,蚬岗,镇
441223001,南街,街道
441223100,排沙,镇
441223102,潭布,镇
441223103,江屯,镇
441223106,北市,镇
441223107,坑口,镇
441223108,赤坑,镇
441223110,宾亨,镇
441223111,五和,镇
441223112,横山,镇
441223113,木格,镇
441223114,石咀,镇
441223115,古水,镇
441223116,洲仔,镇
441224001,怀城,街道
441224002,幸福,街道
441224102,坳仔,镇
441224104,甘洒,镇
441224105,凤岗,镇
441224106,洽水,镇
441224107,梁村,镇
441224108,大岗,镇
441224109,岗坪,镇
441224110,冷坑,镇
441224111,马宁,镇
441224112,蓝钟,镇
441224113,永固,镇
441224114,诗洞,镇
441224115,桥头,镇
441224116,中洲,镇
441224118,连麦,镇
441224200,下帅|壮族|瑶族,乡
441225001,江口,街道
441225102,白垢,镇
441225103,大洲,镇
441225104,渔涝,镇
441225105,河儿口,镇
441225106,莲都,镇
441225107,杏花,镇
441225108,罗董,镇
441225109,长岗,镇
441225111,南丰,镇
441225112,大玉口,镇
441225113,都平,镇
441225114,金装,镇
441225115,长安,镇
441225116,平凤,镇
441226001,德城,街道
441226102,回龙,镇
441226103,官圩,镇
441226105,马圩,镇
441226106,高良,镇
441226107,莫村,镇
441226109,永丰,镇
441226112,凤村,镇
441226113,悦城,镇
441226114,九市,镇
441226115,播植,镇
441284001,城中,街道
441284002,东城,街道
441284003,贞山,街道
441284004,大旺,街道
441284100,龙甫,镇
441284102,威整,镇
441284104,迳口,镇
441284105,大沙,镇
441284107,石狗,镇
441284108,黄田,镇
441284110,江谷,镇
441284113,下茆,镇
441284114,地豆,镇
441302001,桥东,街道
441302002,桥西,街道
441302003,江南,街道
441302004,江北,街道
441302005,龙丰,街道
441302006,小金口,街道
441302007,惠环,街道
441302008,河南岸,街道
441302009,陈江,街道
441302010,水口,街道
441302100,汝湖,镇
441302103,三栋,镇
441302106,沥林,镇
441302107,潼湖,镇
441302108,马安,镇
441302110,横沥,镇
441302113,芦洲,镇
441302114,潼侨,镇
441303001,淡水,街道
441303002,秋长,街道
441303003,三和,街道
441303004,西区,街道
441303005,澳头,街道
441303006,霞涌,街道
441303101,沙田,镇
441303103,新圩,镇
441303104,镇隆,镇
441303108,永湖,镇
441303109,良井,镇
441303110,平潭,镇
441322001,罗阳,街道
441322002,龙溪,街道
441322100,石坝,镇
441322102,麻陂,镇
441322103,观音阁,镇
441322104,公庄,镇
441322105,杨村,镇
441322106,柏塘,镇
441322108,泰美,镇
441322113,湖镇,镇
441322117,龙华,镇
441322119,园洲,镇
441322121,石湾,镇
441322122,杨侨,镇
441322123,横河,镇
441322124,长宁,镇
441323001,平山,街道
441323002,大岭,街道
441323102,白花,镇
441323103,梁化,镇
441323104,稔山,镇
441323105,铁涌,镇
441323106,平海,镇
441323109,吉隆,镇
441323113,多祝,镇
441323115,安墩,镇
441323118,高潭,镇
441323120,宝口,镇
441323121,白盆珠,镇
441323124,黄埠,镇
441324001,龙城,街道
441324002,平陵,街道
441324100,麻榨,镇
441324101,永汉,镇
441324103,龙华,镇
441324105,龙江,镇
441324107,龙田,镇
441324109,龙潭,镇
441324110,地派,镇
441324200,蓝田|瑶族,乡
441402004,江南,街道
441402006,金山,街道
441402007,西郊,街道
441402102,三角,镇
441402103,长沙,镇
441402105,城北,镇
441402106,西阳,镇
441403100,松口,镇
441403101,城东,镇
441403102,石扇,镇
441403103,梅西,镇
441403104,大坪,镇
441403105,石坑,镇
441403106,南口,镇
441403107,畲江,镇
441403108,水车,镇
441403109,梅南,镇
441403110,丙村,镇
441403111,雁洋,镇
441403112,白渡,镇
441403113,松源,镇
441403114,隆文,镇
441403115,桃尧,镇
441403116,程江,镇
441422100,湖寮,镇
441422101,茶阳,镇
441422102,高陂,镇
441422103,青溪,镇
441422105,三河,镇
441422107,大麻,镇
441422108,银江,镇
441422109,洲瑞,镇
441422112,光德,镇
441422113,桃源,镇
441422114,枫朗,镇
441422116,百侯,镇
441422117,大东,镇
441422118,西河,镇
441423100,汤坑,镇
441423103,北斗,镇
441423104,汤西,镇
441423105,汤南,镇
441423106,埔寨,镇
441423108,八乡山,镇
441423109,丰良,镇
441423110,建桥,镇
441423111,龙岗,镇
441423112,潘田,镇
441423114,黄金,镇
441423115,𨻧隍,镇
441423118,大龙华,镇
441423120,潭江,镇
441423122,小胜,镇
441423123,砂田,镇
441424100,水寨,镇
441424101,河东,镇
441424103,转水,镇
441424104,华城,镇
441424106,岐岭,镇
441424108,潭下,镇
441424109,长布,镇
441424111,周江,镇
441424113,横陂,镇
441424117,郭田,镇
441424118,双华,镇
441424120,安流,镇
441424123,棉洋,镇
441424125,梅林,镇
441424126,华阳,镇
441424127,龙村,镇
441426100,大柘,镇
441426101,石正,镇
441426102,东石,镇
441426103,仁居,镇
441426104,八尺,镇
441426105,差干,镇
441426107,河头,镇
441426108,中行,镇
441426109,上举,镇
441426110,泗水,镇
441426114,长田,镇
441426115,热柘,镇
441427100,蕉城,镇
441427102,长潭,镇
441427103,三圳,镇
441427104,新铺,镇
441427106,文福,镇
441427107,广福,镇
441427108,蓝坊,镇
441427110,南磜,镇
441481001,福兴,街道
441481002,兴田,街道
441481003,宁新,街道
441481102,宁中,镇
441481104,新陂,镇
441481105,刁坊,镇
441481107,永和,镇
441481108,径南,镇
441481110,坭陂,镇
441481111,新圩,镇
441481112,水口,镇
441481115,罗浮,镇
441481116,罗岗,镇
441481117,黄槐,镇
441481118,黄陂,镇
441481122,合水,镇
441481123,龙田,镇
441481124,石马,镇
441481125,大坪,镇
441481126,叶塘,镇
441502001,新港,街道
441502002,香洲,街道
441502003,凤山,街道
441502004,田墘,街道
441502006,遮浪,街道
441502007,马宫,街道
441502100,红草,镇
441502102,东涌,镇
441502103,捷胜,镇
441521001,小漠,街道
441521002,鹅埠,街道
441521003,赤石,街道
441521004,鲘门,街道
441521100,海城,镇
441521101,梅陇,镇
441521106,联安,镇
441521107,陶河,镇
441521108,赤坑,镇
441521109,大湖,镇
441521110,可塘,镇
441521111,公平,镇
441521112,黄羌,镇
441521113,平东,镇
441521114,附城,镇
441521115,城东,镇
441523100,河田,镇
441523101,水唇,镇
441523102,河口,镇
441523103,新田,镇
441523104,上护,镇
441523105,螺溪,镇
441523106,东坑,镇
441523107,南万,镇
441581001,东海,街道
441581002,城东,街道
441581003,河西,街道
441581101,甲子,镇
441581102,碣石,镇
441581103,湖东,镇
441581104,大安,镇
441581105,博美,镇
441581106,内湖,镇
441581107,南塘,镇
441581108,陂洋,镇
441581109,八万,镇
441581110,金厢,镇
441581111,潭西,镇
441581112,甲东,镇
441581115,河东,镇
441581116,上英,镇
441581117,桥冲,镇
441581118,甲西,镇
441581119,西南,镇
441602001,上城,街道
441602002,新江,街道
441602003,东埔,街道
441602004,源西,街道
441602005,高埔岗,街道
441602006,城东,街道
441602100,源南,镇
441602101,埔前,镇
441621100,紫城,镇
441621102,龙窝,镇
441621103,九和,镇
441621104,上义,镇
441621105,蓝塘,镇
441621106,凤安,镇
441621107,义容,镇
441621108,古竹,镇
441621109,临江,镇
441621110,柏埔,镇
441621111,黄塘,镇
441621112,敬梓,镇
441621114,水墩,镇
441621116,南岭,镇
441621117,苏区,镇
441621119,瓦溪,镇
441621120,好义,镇
441621122,中坝,镇
441622100,老隆,镇
441622102,义都,镇
441622103,佗城,镇
441622104,鹤市,镇
441622105,黄布,镇
441622106,紫市,镇
441622107,通衢,镇
441622109,登云,镇
441622110,丰稔,镇
441622111,四都,镇
441622112,铁场,镇
441622114,龙母,镇
441622115,田心,镇
441622116,黎咀,镇
441622117,黄石,镇
441622118,赤光,镇
441622119,廻龙,镇
441622120,新田,镇
441622121,车田,镇
441622123,岩,镇
441622124,麻布岗,镇
441622125,贝岭,镇
441622126,细坳,镇
441622127,上坪,镇
441623100,元善,镇
441623101,上坪,镇
441623102,内莞,镇
441623104,陂头,镇
441623105,溪山,镇
441623107,隆街,镇
441623108,田源,镇
441623109,油溪,镇
441623110,忠信,镇
441623111,高莞,镇
441623113,大湖,镇
441623114,三角,镇
441623115,绣缎,镇
441624100,阳明,镇
441624102,大坝,镇
441624103,长塘,镇
441624104,下车,镇
441624105,上陵,镇
441624106,优胜,镇
441624107,贝墩,镇
441624108,古寨,镇
441624110,彭寨,镇
441624112,合水,镇
441624113,公白,镇
441624114,青州,镇
441624115,浰源,镇
441624116,热水,镇
441624117,东水,镇
441624118,礼士,镇
441624119,林寨,镇
441625100,仙塘,镇
441625101,灯塔,镇
441625102,骆湖,镇
441625103,船塘,镇
441625104,顺天,镇
441625105,上莞,镇
441625106,曾田,镇
441625107,柳城,镇
441625108,义合,镇
441625109,蓝口,镇
441625110,黄田,镇
441625111,叶潭,镇
441625112,黄村,镇
441625113,康禾,镇
441625114,锡场,镇
441625115,新港,镇
441625116,双江,镇
441625117,涧头,镇
441625121,新回龙,镇
441625122,半江,镇
441625200,漳溪|畲族,乡
441702001,南恩,街道
441702002,城南,街道
441702005,中洲,街道
441702006,城东,街道
441702007,城北,街道
441702008,白沙,街道
441702009,岗列,街道
441702010,城西,街道
441702102,埠场,镇
441702103,平冈,镇
441702105,闸坡,镇
441702106,双捷,镇
441704100,东城,镇
441704101,北惯,镇
441704102,那龙,镇
441704103,东平,镇
441704104,雅韶,镇
441704105,大沟,镇
441704106,新洲,镇
441704107,合山,镇
441704108,塘坪,镇
441704109,大八,镇
441704110,红丰,镇
441721100,织𬕂,镇
441721101,程村,镇
441721102,塘口,镇
441721103,上洋,镇
441721104,溪头,镇
441721106,儒洞,镇
441721107,新墟,镇
441721108,沙扒,镇
441781001,春城,街道
441781002,河西,街道
441781101,河㙟,镇
441781102,松柏,镇
441781103,石望,镇
441781105,春湾,镇
441781106,合水,镇
441781107,陂面,镇
441781108,圭岗,镇
441781109,永宁,镇
441781110,马水,镇
441781111,岗美,镇
441781112,河口,镇
441781113,潭水,镇
441781114,三甲,镇
441781116,双滘,镇
441781117,八甲,镇
441802001,凤城,街道
441802002,东城,街道
441802003,洲心,街道
441802004,横荷,街道
441802100,源潭,镇
441802101,龙塘,镇
441802102,石角,镇
441802103,飞来峡,镇
441803102,太和,镇
441803104,太平,镇
441803105,山塘,镇
441803106,三坑,镇
441803112,龙颈,镇
441803113,禾云,镇
441803117,浸潭,镇
441803118,石潭,镇
441821100,石角,镇
441821101,水头,镇
441821102,汤塘,镇
441821103,龙山,镇
441821104,高岗,镇
441821107,迳头,镇
441823100,青莲,镇
441823101,江英,镇
441823104,杜步,镇
441823105,七拱,镇
441823107,太平,镇
441823108,杨梅,镇
441823110,大崀,镇
441823111,小江,镇
441823113,岭背,镇
441823115,黄坌,镇
441823116,黎埠,镇
441823119,阳城,镇
441823201,秤架|瑶族,乡
441825100,永和,镇
441825104,吉田,镇
441825105,太保,镇
441825106,禾洞,镇
441825108,福堂,镇
441825109,小三江,镇
441825111,上帅,镇
441826100,三江,镇
441826101,大麦山,镇
441826102,寨岗,镇
441826105,三排,镇
441826106,涡水,镇
441826108,大坪,镇
441826109,香坪,镇
441881001,英城,街道
441881101,沙口,镇
441881102,望埠,镇
441881103,横石水,镇
441881104,东华,镇
441881105,桥头,镇
441881106,青塘,镇
441881108,白沙,镇
441881109,大站,镇
441881110,西牛,镇
441881111,九龙,镇
441881112,浛洸,镇
441881114,大湾,镇
441881115,石灰铺,镇
441881116,石牯塘,镇
441881120,下𱳪,镇
441881121,黄花,镇
441881124,波罗,镇
441881125,横石塘,镇
441881126,大洞,镇
441881129,连江口,镇
441881130,黎溪,镇
441881131,水边,镇
441881132,英红,镇
441882100,连州,镇
441882101,星子,镇
441882102,大路边,镇
441882103,龙坪,镇
441882104,西岸,镇
441882105,保安,镇
441882106,丰阳,镇
441882107,东陂,镇
441882109,九陂,镇
441882118,西江,镇
441882200,瑶安|瑶族,乡
441882201,三水|瑶族,乡
441900003,东城,街道
441900004,南城,街道
441900005,万江,街道
441900006,莞城,街道
441900101,石碣,镇
441900102,石龙,镇
441900103,茶山,镇
441900104,石排,镇
441900105,企石,镇
441900106,横沥,镇
441900107,桥头,镇
441900108,谢岗,镇
441900109,东坑,镇
441900110,常平,镇
441900111,寮步,镇
441900112,樟木头,镇
441900113,大朗,镇
441900114,黄江,镇
441900115,清溪,镇
441900116,塘厦,镇
441900117,凤岗,镇
441900118,大岭山,镇
441900119,长安,镇
441900121,虎门,镇
441900122,厚街,镇
441900123,沙田,镇
441900124,道滘,镇
441900125,洪梅,镇
441900126,麻涌,镇
441900127,望牛墩,镇
441900128,中堂,镇
441900129,高埗,镇
442000001,石岐,街道
442000002,东区,街道
442000003,中山港,街道
442000004,西区,街道
442000005,南区,街道
442000006,五桂山,街道
442000007,民众,街道
442000008,南朗,街道
442000101,黄圃,镇
442000103,东凤,镇
442000105,古镇,镇
442000106,沙溪,镇
442000107,坦洲,镇
442000108,港口,镇
442000109,三角,镇
442000110,横栏,镇
442000111,南头,镇
442000112,阜沙,镇
442000114,三乡,镇
442000115,板芙,镇
442000116,大涌,镇
442000117,神湾,镇
442000118,小榄,镇
445102007,桥东,街道
445102008,城西,街道
445102009,凤新,街道
445102010,太平,街道
445102011,西新,街道
445102100,意溪,镇
445102101,磷溪,镇
445102102,官塘,镇
445102103,铁铺,镇
445103100,古巷,镇
445103101,登塘,镇
445103102,凤塘,镇
445103103,浮洋,镇
445103104,龙湖,镇
445103105,金石,镇
445103106,沙溪,镇
445103107,彩塘,镇
445103108,东凤,镇
445103109,庵埠,镇
445103110,江东,镇
445103111,归湖,镇
445103112,文祠,镇
445103113,凤凰,镇
445103114,赤凤,镇
445103115,枫溪,镇
445122100,黄冈,镇
445122102,上饶,镇
445122103,饶洋,镇
445122104,新丰,镇
445122106,建饶,镇
445122107,三饶,镇
445122108,新塘,镇
445122109,汤溪,镇
445122110,浮滨,镇
445122112,浮山,镇
445122113,东山,镇
445122114,新圩,镇
445122116,樟溪,镇
445122117,钱东,镇
445122118,高堂,镇
445122119,联饶,镇
445122120,所城,镇
445122121,大埕,镇
445122122,柘林,镇
445122123,汫洲,镇
445122124,海山,镇
445202001,榕华,街道
445202002,新兴,街道
445202006,榕东,街道
445202008,东阳,街道
445202009,东升,街道
445202010,东兴,街道
445202011,仙桥,街道
445202012,梅云,街道
445202013,渔湖,街道
445202014,溪南,街道
445202015,凤美,街道
445202016,京冈,街道
445202017,进贤门,街道
445202102,地都,镇
445202103,砲台,镇
445202104,登岗,镇
445203001,曲溪,街道
445203002,磐东,街道
445203100,云路,镇
445203102,霖磐,镇
445203103,月城,镇
445203104,白塔,镇
445203105,龙尾,镇
445203106,桂岭,镇
445203107,锡场,镇
445203108,新亨,镇
445203109,玉湖,镇
445203110,埔田,镇
445203112,玉滘,镇
445222001,河婆,街道
445222102,龙潭,镇
445222103,南山,镇
445222104,五经富,镇
445222105,京溪园,镇
445222106,灰寨,镇
445222107,塔头,镇
445222108,东园,镇
445222109,凤江,镇
445222110,棉湖,镇
445222111,金和,镇
445222112,大溪,镇
445222113,钱坑,镇
445222114,坪上,镇
445222115,五云,镇
445222116,上砂,镇
445222201,良田,乡
445224100,惠城,镇
445224101,靖海,镇
445224102,神泉,镇
445224103,仙庵,镇
445224104,周田,镇
445224105,华湖,镇
445224106,前詹,镇
445224107,葵潭,镇
445224108,隆江,镇
445224109,溪西,镇
445224110,鳌江,镇
445224111,东港,镇
445224112,东陇,镇
445224113,岐石,镇
445224114,侨园,镇
445281001,池尾,街道
445281002,流沙北,街道
445281003,流沙西,街道
445281004,流沙东,街道
445281005,流沙南,街道
445281006,燎原,街道
445281007,大南山,街道
445281102,赤岗,镇
445281103,大坝,镇
445281104,洪阳,镇
445281105,南溪,镇
445281106,广太,镇
445281107,麒麟,镇
445281108,南径,镇
445281109,占陇,镇
445281110,军埠,镇
445281111,下架山,镇
445281113,高埔,镇
445281114,云落,镇
445281115,大坪,镇
445281116,船埔,镇
445281117,梅林,镇
445281119,里湖,镇
445281121,梅塘,镇
445281122,普侨,镇
445281201,鲘溪,乡
445302001,云城,街道
445302002,高峰,街道
445302003,河口,街道
445302004,安塘,街道
445302102,腰古,镇
445302103,思劳,镇
445302105,前锋,镇
445302106,南盛,镇
445303100,六都,镇
445303101,高村,镇
445303102,白石,镇
445303103,镇安,镇
445303104,富林,镇
445303107,石城,镇
445303108,都杨,镇
445321100,新城,镇
445321101,车岗,镇
445321103,水台,镇
445321104,稔村,镇
445321105,东成,镇
445321107,太平,镇
445321108,里洞,镇
445321110,大江,镇
445321112,天堂,镇
445321113,河头,镇
445321114,簕竹,镇
445321115,六祖,镇
445322100,都城,镇
445322101,平台,镇
445322102,桂圩,镇
445322104,通门,镇
445322105,建城,镇
445322106,宝珠,镇
445322108,大方,镇
445322110,千官,镇
445322111,大湾,镇
445322112,河口,镇
445322113,宋桂,镇
445322114,东坝,镇
445322115,连滩,镇
445322116,历洞,镇
445322117,南江口,镇
445381001,罗城,街道
445381002,素龙,街道
445381003,附城,街道
445381004,双东,街道
445381100,罗镜,镇
445381101,太平,镇
445381102,分界,镇
445381104,罗平,镇
445381105,船步,镇
445381106,𬜯塘,镇
445381107,苹塘,镇
445381108,金鸡,镇
445381109,围底,镇
445381110,华石,镇
445381111,榃滨,镇
445381113,黎少,镇
445381114,生江,镇
445381115,连州,镇
445381116,泗纶,镇
445381118,加益,镇
445381119,龙湾,镇
450102001,民生,街道
450102002,朝阳,街道
450102003,兴东,街道
450102101,三塘,镇
450102107,五塘,镇
450102109,昆仑,镇
450103001,新竹,街道
450103002,中山,街道
450103003,建政,街道
450103004,南湖,街道
450103005,津头,街道
450103100,刘圩,镇
450103101,南阳,镇
450103102,伶俐,镇
450103103,长塘,镇
450105001,福建园,街道
450105002,江南,街道
450105003,沙井,街道
450105004,那洪,街道
450105005,金凯,街道
450105102,吴圩,镇
450105103,苏圩,镇
450105104,延安,镇
450105105,江西,镇
450107001,衡阳,街道
450107002,北湖,街道
450107003,西乡塘,街道
450107004,安吉,街道
450107005,华强,街道
450107006,新阳,街道
450107007,上尧,街道
450107008,安宁,街道
450107009,石埠,街道
450107010,心圩,街道
450107100,金陵,镇
450107101,双定,镇
450107105,坛洛,镇
450108001,大沙田,街道
450108002,玉洞,街道
450108100,良庆,镇
450108101,那马,镇
450108102,那陈,镇
450108103,大塘,镇
450108104,南晓,镇
450109100,蒲庙,镇
450109101,那楼,镇
450109102,新江,镇
450109103,百济,镇
450109104,中和,镇
450110100,城厢,镇
450110102,太平,镇
450110103,双桥,镇
450110104,宁武,镇
450110105,锣圩,镇
450110106,仙湖,镇
450110107,府城,镇
450110108,陆斡,镇
450110109,两江,镇
450110110,罗波,镇
450110111,灵马,镇
450110112,甘圩,镇
450110113,马头,镇
450123100,城厢,镇
450123101,南圩,镇
450123102,雁江,镇
450123103,那桐,镇
450123104,乔建,镇
450123105,丁当,镇
450123201,古潭,乡
450123203,都结,乡
450123204,布泉,乡
450123205,屏山,乡
450124100,白山,镇
450124101,百龙滩,镇
450124102,林圩,镇
450124103,古零,镇
450124104,金钗,镇
450124105,周鹿,镇
450124106,永州,镇
450124200,乔利,乡
450124201,加方,乡
450124202,古寨|瑶族,乡
450124203,里当|瑶族,乡
450125100,大丰,镇
450125101,明亮,镇
450125102,巷贤,镇
450125103,白圩,镇
450125104,三里,镇
450125105,乔贤,镇
450125106,西燕,镇
450125200,澄泰,乡
450125202,木山,乡
450125203,塘红,乡
450125205,镇圩|瑶族,乡
450126100,宾州,镇
450126101,黎塘,镇
450126102,甘棠,镇
450126103,思陇,镇
450126104,新桥,镇
450126105,新圩,镇
450126106,邹圩,镇
450126107,大桥,镇
450126108,武陵,镇
450126109,中华,镇
450126110,古辣,镇
450126111,露圩,镇
450126112,王灵,镇
450126113,和吉,镇
450126114,洋桥,镇
450126115,陈平,镇
450181100,横州,镇
450181101,百合,镇
450181102,那阳,镇
450181103,南乡,镇
450181104,新福,镇
450181105,莲塘,镇
450181106,平马,镇
450181107,峦城,镇
450181108,六景,镇
450181110,石塘,镇
450181112,陶圩,镇
450181113,校椅,镇
450181114,云表,镇
450181115,马岭,镇
450181116,马山,镇
450181117,平朗,镇
450181204,镇龙,乡
450202001,城中,街道
450202002,公园,街道
450202003,中南,街道
450202004,沿江,街道
450202005,潭中,街道
450202006,河东,街道
450202007,静兰,街道
450203001,天马,街道
450203002,驾鹤,街道
450203003,箭盘山,街道
450203004,五里亭,街道
450203005,荣军,街道
450203007,白莲,街道
450203008,麒麟,街道
450203009,阳和,街道
450203100,洛埠,镇
450203101,雒容,镇
450203102,里雍,镇
450203103,白沙,镇
450204001,河西,街道
450204002,柳南,街道
450204003,柳石,街道
450204004,南站,街道
450204005,鹅山,街道
450204006,银山,街道
450204007,潭西,街道
450204008,南环,街道
450204100,太阳村,镇
450204101,洛满,镇
450204102,流山,镇
450205001,解放,街道
450205002,雅儒,街道
450205003,胜利,街道
450205004,雀儿山,街道
450205005,钢城,街道
450205006,柳长,街道
450205007,锦绣,街道
450205008,白露,街道
450205009,跃进,街道
450205100,石碑坪,镇
450205101,沙塘,镇
450205102,长塘,镇
450206100,拉堡,镇
450206102,百朋,镇
450206103,成团,镇
450206106,三都,镇
450206107,里高,镇
450206108,进德,镇
450206109,穿山,镇
450206110,土博,镇
450222100,大埔,镇
450222101,龙头,镇
450222102,太平,镇
450222103,沙埔,镇
450222104,东泉,镇
450222105,凤山,镇
450222106,六塘,镇
450222107,冲脉,镇
450222108,寨隆,镇
450222109,马山,镇
450222201,社冲,乡
450222202,古砦|仫佬族,乡
450223100,鹿寨,镇
450223102,中渡,镇
450223103,寨沙,镇
450223104,平山,镇
450223105,黄冕,镇
450223106,四排,镇
450223202,江口,乡
450223203,导江,乡
450223205,拉沟,乡
450224100,长安,镇
450224101,浮石,镇
450224102,泗顶,镇
450224103,板榄,镇
450224104,大将,镇
450224105,大良,镇
450224202,雅瑶,乡
450224203,大坡,乡
450224204,东起,乡
450224205,沙子,乡
450224206,桥板,乡
450224207,潭头,乡
450225100,融水,镇
450225101,和睦,镇
450225102,三防,镇
450225103,怀宝,镇
450225104,洞头,镇
450225105,大浪,镇
450225106,永乐,镇
450225202,四荣,乡
450225203,香粉,乡
450225204,安太,乡
450225206,汪洞,乡
450225207,同练|瑶族,乡
450225208,滚贝|侗族,乡
450225209,杆洞,乡
450225210,安陲,乡
450225212,白云,乡
450225213,红水,乡
450225214,拱洞,乡
450225215,良寨,乡
450225216,大年,乡
450226100,古宜,镇
450226101,丹洲,镇
450226102,斗江,镇
450226103,林溪,镇
450226104,八江,镇
450226105,独峒,镇
450226201,程村,乡
450226202,和平,乡
450226203,老堡,乡
450226204,高基|瑶族,乡
450226205,良口,乡
450226206,洋溪,乡
450226207,富禄|苗族,乡
450226208,梅林,乡
450226212,同乐|苗族,乡
450302001,秀峰,街道
450302002,丽君,街道
450302003,甲山,街道
450303001,叠彩,街道
450303002,北门,街道
450303200,大河,乡
450304001,南门,街道
450304002,象山,街道
450304003,平山,街道
450304200,二塘,乡
450305001,七星,街道
450305002,东江,街道
450305003,穿山,街道
450305004,漓东,街道
450305201,朝阳,乡
450311001,良丰,街道
450311100,雁山,镇
450311101,柘木,镇
450311200,大埠,乡
450311201,草坪|回族,乡
450312100,临桂,镇
450312101,六塘,镇
450312102,会仙,镇
450312103,两江,镇
450312104,五通,镇
450312105,四塘,镇
450312106,南边山,镇
450312107,中庸,镇
450312108,茶洞,镇
450312203,宛田|瑶族,乡
450312204,黄沙|瑶族,乡
450321100,阳朔,镇
450321101,白沙,镇
450321102,福利,镇
